grid_id,risk_score,positive_rate,samples
148_13,0.017682807924676396,0.0,1
148_14,0.012914363485555714,0.0,1
148_24,0.1315410957730225,0.0,1
148_3,0.9221536108492473,1.0,1
148_9,0.932133084677289,1.0,1
149_13,0.09255019560188976,0.0,1
149_16,0.020726884278287876,0.0,1
149_2,0.9934390985033863,1.0,1
149_3,0.6520864735087617,1.0,1
149_5,0.30935599837608285,0.0,1
149_6,0.4172981574914895,0.0,1
149_7,0.9843070370919036,1.0,1
14_1,0.015308119460365956,0.0,1
14_10,0.07870291385915561,0.0,1
14_11,0.014551250216744149,0.0,1
14_14,0.9856410109293722,1.0,1
14_3,0.7985336284907961,1.0,1
14_4,0.011993631615176602,0.0,1
150_15,0.9200375756077506,1.0,1
150_19,0.9443191979322992,1.0,1
150_20,0.28281602900070724,0.0,1
150_3,0.943063224595483,1.0,1
150_5,0.0011279510364373977,0.0,1
150_8,0.029385584624447823,0.0,1
151_1,0.3104237528936775,0.0,1
151_11,0.09688523695597094,0.0,1
151_12,0.002051956303131032,0.0,1
151_14,0.9498990816506964,1.0,1
151_16,0.7596949441070855,1.0,1
151_20,0.9998694663800631,1.0,1
151_21,0.02190359637826092,0.0,1
151_3,0.1597122520840106,0.0,1
151_6,0.005273786237500439,0.0,1
151_8,0.9999187059944167,1.0,1
152_21,0.778678511760819,1.0,1
152_22,0.029738020520755568,0.0,1
152_23,0.06375317384987142,0.0,1
152_3,0.09923478229175194,0.0,1
152_7,0.9951324206806383,1.0,1
152_8,0.1329687066327338,0.0,1
153_22,0.9938562509295334,1.0,1
153_24,0.7359458791239263,1.0,1
153_6,0.9986746317980658,1.0,1
153_8,0.08893580049033988,0.0,1
153_9,0.9994500642828796,1.0,1
154_10,0.9959051307935008,1.0,1
154_17,0.7351584541305491,1.0,1
154_18,0.850843427228163,1.0,1
154_22,0.03987285126709034,0.0,1
154_23,0.012314566949619729,0.0,1
154_4,0.709634051316588,1.0,1
155_10,0.998656842721411,1.0,1
155_13,0.2206685189435312,0.0,1
155_14,0.6231373782171522,1.0,1
155_16,0.24289715925466385,0.0,1
155_19,0.9495201032278532,1.0,1
155_20,0.10363722641442366,0.0,1
155_21,0.0036781747679762193,0.0,1
155_22,0.12012970027438599,0.0,1
156_12,0.9999933880954394,1.0,1
156_16,0.09737073061449474,0.0,1
156_18,0.9586594281277973,1.0,1
156_2,0.48105841921691933,0.0,1
156_23,0.3131842097055905,0.0,1
156_3,0.08954456343744478,0.0,1
156_5,0.008524174524951716,0.0,1
157_18,0.1260212587256912,0.0,1
157_22,0.6431230562602068,1.0,1
157_23,0.5495964708213956,1.0,1
157_4,0.02870485463610827,0.0,1
157_6,0.9999988344868473,1.0,1
157_7,0.09640236185489166,0.0,1
157_8,0.11528593038466839,0.0,1
158_19,0.49778730796305715,0.0,1
158_2,0.11085663888707577,0.0,1
158_21,0.5653001610549042,1.0,1
159_0,0.07261354147876255,0.0,1
15_1,0.49658683842377876,0.0,1
15_18,0.004683484257008606,0.0,1
15_24,0.8410974509019886,1.0,1
15_9,0.9991118773529655,1.0,1
16_22,0.9789168022022936,1.0,1
16_3,0.043640430399522395,0.0,1
17_0,0.06563918959157404,0.0,1
17_16,0.9536924588415762,1.0,1
17_17,0.022318178236278366,0.0,1
17_19,0.01868249454854019,0.0,1
17_20,0.6488240945705781,1.0,1
17_5,0.06201831344742552,0.0,1
17_6,0.04844866193950638,0.0,1
18_15,0.45966849991419445,0.0,1
18_17,0.10386288341145186,0.0,1
19_0,0.03908669970230183,0.0,1
19_16,0.004577251199569761,0.0,1
19_17,0.9909495647652066,1.0,1
19_3,0.37171230298910224,0.0,1
1_1,0.0903803627781522,0.0,1
1_14,0.21283704615222762,0.0,1
1_19,0.370378150321401,0.0,1
1_3,0.09959283932149743,0.0,1
1_4,0.9679548273173799,1.0,1
1_7,0.05153512530267257,0.0,1
1_9,0.9603565019935132,1.0,1
20_1,0.2603834386755512,0.0,1
21_12,0.0105930960791845,0.0,1
21_13,0.9646498668957301,1.0,1
21_14,0.015791023500051703,0.0,1
21_19,0.34765970562080384,0.0,1
21_2,0.0394651567408124,0.0,1
21_23,0.670405970365986,1.0,1
22_0,0.8173618164927772,1.0,1
22_11,0.011718675528615006,0.0,1
22_18,0.41796730655053455,0.0,1
22_2,0.5197275112709989,1.0,1
22_20,0.052831397633561414,0.0,1
22_23,0.05866398926634641,0.0,1
23_0,0.9123701753594541,1.0,1
23_15,0.9998344019786217,1.0,1
23_17,0.059446108740734915,0.0,1
23_18,0.7673294284248264,1.0,1
23_24,0.9894606844943679,1.0,1
24_20,0.28686021861120503,0.0,1
24_8,0.1494333920608011,0.0,1
25_19,0.9540741308147078,1.0,1
25_20,0.9998016911595231,1.0,1
25_23,0.609424857311805,1.0,1
26_14,0.5561942580888043,1.0,1
27_12,0.6033213245526536,1.0,1
27_2,0.04962012763410305,0.0,1
27_23,0.031152357175988646,0.0,1
27_24,0.015670727432399546,0.0,1
27_3,0.31875680851144383,0.0,1
27_9,0.5143091180302225,1.0,1
28_1,0.9993648090115199,1.0,1
28_13,0.3328148671717049,0.0,1
28_14,0.6728947159174584,1.0,1
28_16,0.6159880898809764,1.0,1
28_17,0.02979559023604964,0.0,1
28_24,0.6679378312999208,1.0,1
28_6,0.4099254841909198,0.0,1
28_9,0.0012271372926333237,0.0,1
29_10,0.73877635219091,1.0,1
29_19,0.011132946025060498,0.0,1
2_10,0.016613823795386413,0.0,1
2_12,0.28549788641546003,0.0,1
2_2,0.9865269447601139,1.0,1
2_8,0.20467478764094166,0.0,1
30_21,0.7785812032639436,1.0,1
31_11,0.9488388387028158,1.0,1
31_13,0.2631354874956407,0.0,1
31_19,0.9935866150747671,1.0,1
31_24,0.2017331756459807,0.0,1
31_3,0.06303248550848523,0.0,1
31_4,0.994057938054397,1.0,1
31_7,0.9999887589464016,1.0,1
32_0,0.8087315344367727,1.0,1
32_11,0.9743300717440098,1.0,1
32_12,0.21754703029941716,0.0,1
32_13,0.5386063925732675,1.0,1
32_22,0.3406263848928132,0.0,1
32_6,0.022129652486466738,0.0,1
33_0,0.904808830406829,1.0,1
33_10,0.019568013037463847,0.0,1
33_11,0.8878347586764216,1.0,1
33_13,0.1091295842519326,0.0,1
33_16,0.005119135997004807,0.0,1
33_18,0.008859294750221005,0.0,1
33_3,0.04032517075392267,0.0,1
33_7,0.5161614741410265,1.0,1
34_13,0.9999929259418314,1.0,1
34_16,0.15807654875961896,0.0,1
34_18,0.8606871943126738,1.0,1
34_22,0.35012851339792384,0.0,1
34_23,0.68133970978415,1.0,1
35_0,0.9977883273084988,1.0,1
35_13,0.9261256678444015,1.0,1
35_19,0.002061323536082092,0.0,1
35_20,0.35028340181229245,0.0,1
35_3,0.42356431411988565,0.0,1
35_9,0.5283655543826806,1.0,1
36_0,0.9919747599545667,1.0,1
36_12,0.5621178197749479,1.0,1
36_18,0.9991473123437339,1.0,1
36_19,0.34497735870828156,0.0,1
36_2,0.9999793997657168,1.0,1
36_7,0.7629273171879938,1.0,1
36_8,0.9984336648457696,1.0,1
36_9,0.4211642932760886,0.0,1
37_1,0.5675440412032037,1.0,1
37_15,0.9539184659332938,1.0,1
37_16,0.9771639553487136,1.0,1
37_20,0.9986554449832721,1.0,1
37_23,0.008883626562955153,0.0,1
37_24,0.99690978609907,1.0,1
38_24,0.12535119247832244,0.0,1
38_9,0.9958534301357637,1.0,1
39_16,0.9988377646299382,1.0,1
39_17,0.9997263865134546,1.0,1
39_19,0.5024627489306162,1.0,1
39_21,0.5297952872550619,1.0,1
39_5,0.5604762415957429,1.0,1
39_8,0.9951653758815113,1.0,1
3_11,0.05551082239404586,0.0,1
3_17,0.09214508156291985,0.0,1
3_2,0.36040508115109016,0.0,1
3_7,0.10185277647262862,0.0,1
40_1,0.1598544507083208,0.0,1
40_10,0.4270438187117444,0.0,1
40_12,0.9983920822465384,1.0,1
40_17,0.749181666017878,1.0,1
40_18,0.07623397212061347,0.0,1
40_20,0.9997772294168057,1.0,1
40_21,0.9892582754057698,1.0,1
40_22,0.010402121111721355,0.0,1
40_24,0.6141557645261735,1.0,1
41_0,0.8455212690792339,1.0,1
41_13,0.933546993739021,1.0,1
41_14,0.40406507193150565,0.0,1
41_17,0.9998230676087023,1.0,1
41_6,0.833047399914352,1.0,1
42_13,0.16120244832355224,0.0,1
42_22,0.7173509265677444,1.0,1
43_1,0.9334449922999292,1.0,1
43_13,0.03972289878968725,0.0,1
43_17,0.9963954003992503,1.0,1
43_2,0.9999688741565573,1.0,1
43_21,0.3563379445090672,0.0,1
44_16,0.020572038885143504,0.0,1
44_2,0.2013609749207621,0.0,1
44_4,0.003233204732812661,0.0,1
44_5,0.839186220176169,1.0,1
45_1,0.9854880247971771,1.0,1
45_10,0.5080340878346954,1.0,1
45_13,0.2533565911308745,0.0,1
45_15,0.42454432913239015,0.0,1
45_18,0.469580550745109,0.0,1
45_2,0.19024756412736327,0.0,1
45_20,0.4337376891896759,0.0,1
46_0,0.8712590897572552,1.0,1
46_15,0.14647854407573535,0.0,1
46_18,0.003747372833134879,0.0,1
46_20,0.0019192605380335347,0.0,1
46_5,0.9637113758222309,1.0,1
46_8,0.28808272939308355,0.0,1
47_1,0.940794663049436,1.0,1
47_13,0.9276546971333387,1.0,1
47_17,0.43721519330252745,0.0,1
47_20,0.062282677117496764,0.0,1
47_23,0.0026633816024667716,0.0,1
47_24,0.05175244175671963,0.0,1
47_3,0.022294602887766444,0.0,1
47_6,0.9999978246074618,1.0,1
48_15,0.520047085121065,1.0,1
48_5,0.5092055367189157,1.0,1
48_6,0.9979808929520229,1.0,1
49_11,0.16520984136462266,0.0,1
49_12,0.3363343384772156,0.0,1
49_14,0.45236284800318965,0.0,1
49_16,0.6042109091938862,1.0,1
49_19,0.00144971482558657,0.0,1
49_8,0.4485287516623394,0.0,1
4_0,0.9932532334112634,1.0,1
4_10,0.006256034545266451,0.0,1
4_24,0.9837428726053802,1.0,1
4_5,0.8251033279117721,1.0,1
50_1,0.8259424160982126,1.0,1
50_11,0.0428721408120432,0.0,1
50_15,0.0025553583837093505,0.0,1
50_24,0.16127521975362832,0.0,1
50_7,0.988991928690597,1.0,1
50_9,0.3854371111748,0.0,1
51_24,0.7193757995044658,1.0,1
52_13,0.9928147612294007,1.0,1
52_16,0.3440558431652266,0.0,1
52_6,0.26464448510581257,0.0,1
52_7,0.8358606550107122,1.0,1
53_15,0.32672667651620063,0.0,1
53_16,0.13651473703516254,0.0,1
53_21,0.01802832892866698,0.0,1
53_23,0.06620853655936179,0.0,1
53_3,0.997720759167592,1.0,1
54_0,0.1260566773361862,0.0,1
54_18,0.09557320577959771,0.0,1
54_24,0.051693991554213045,0.0,1
54_9,0.29881109110903753,0.0,1
55_14,0.22228252536617998,0.0,1
55_17,0.19367550579514137,0.0,1
55_19,0.57568237028962,1.0,1
55_2,0.9719846956198672,1.0,1
55_23,0.9771595110044686,1.0,1
55_6,0.07996765022589597,0.0,1
55_8,0.9999845883382016,1.0,1
56_1,0.7810694213061298,1.0,1
56_11,0.03997935199422598,0.0,1
56_14,0.9729670526954838,1.0,1
56_17,0.9999852767743549,1.0,1
56_21,0.9983290602349466,1.0,1
56_23,0.9997670340036394,1.0,1
56_24,0.4102504472353556,0.0,1
56_3,0.08253563179160558,0.0,1
56_4,0.053729441050403774,0.0,1
56_8,0.5760815029632071,1.0,1
57_10,0.014917355729744458,0.0,1
57_13,0.4019014584706974,0.0,1
57_17,0.018177044148297114,0.0,1
57_21,0.9490014731350387,1.0,1
57_3,0.03542349498217888,0.0,1
57_6,0.43158360440909666,0.0,1
58_10,0.8483706747108447,1.0,1
58_13,0.9960890485172987,1.0,1
58_21,0.8357338909798386,1.0,1
58_23,0.32317575267916676,0.0,1
59_10,0.016970652692643248,0.0,1
59_11,0.02312566055015646,0.0,1
59_20,0.3169292765768977,0.0,1
59_4,0.9110710633726778,1.0,1
59_6,0.769144242905036,1.0,1
59_7,0.9895386469807372,1.0,1
59_9,0.9418054583111299,1.0,1
5_11,0.9928016876336133,1.0,1
5_4,0.994225763654336,1.0,1
60_1,0.9962897657469245,1.0,1
60_10,0.6031938829343383,1.0,1
60_12,0.886022212902378,1.0,1
60_16,0.08197655041506596,0.0,1
60_17,0.9997697053566356,1.0,1
60_19,0.006520933266421982,0.0,1
60_3,0.9959764224471265,1.0,1
60_4,0.9556641503779792,1.0,1
61_19,0.07642262781231678,0.0,1
61_21,0.0038931383307419048,0.0,1
61_6,0.9994862769955302,1.0,1
61_9,0.34636394766254214,0.0,1
62_11,0.7785271481780143,1.0,1
62_14,0.06275962668103766,0.0,1
62_17,0.9982990309421764,1.0,1
62_21,0.7602529671659741,1.0,1
62_4,0.008113301928455089,0.0,1
63_0,0.044512694135458504,0.0,1
63_13,0.05102736875049311,0.0,1
63_15,0.0975560725024919,0.0,1
63_16,0.8672018994548277,1.0,1
63_19,0.516488966422814,1.0,1
63_24,0.2038788028138451,0.0,1
63_3,0.9999772814980024,1.0,1
63_5,0.4638245017435059,0.0,1
64_10,0.9994868324717155,1.0,1
64_21,0.7384906119864836,1.0,1
64_22,0.9949485054286711,1.0,1
64_23,0.26315019750153046,0.0,1
65_21,0.9953298053869843,1.0,1
65_9,0.20833660812184124,0.0,1
66_17,0.22458816431568604,0.0,1
66_21,0.9997616934717353,1.0,1
66_4,0.9950515195862338,1.0,1
66_5,0.2529725192613073,0.0,1
66_9,0.6739693026359609,1.0,1
67_18,0.9931608378470705,1.0,1
67_23,0.03528909163638596,0.0,1
67_4,0.008137208591521783,0.0,1
67_7,0.07063797579234286,0.0,1
68_11,0.9927177381042532,1.0,1
68_20,0.6468613160427034,1.0,1
68_22,0.8650493916585041,1.0,1
68_4,0.7699458808602642,1.0,1
68_9,0.934695375745674,1.0,1
69_11,0.9953875964694222,1.0,1
69_14,0.11444781492112838,0.0,1
69_17,0.1166623337282243,0.0,1
69_18,0.17808738588311318,0.0,1
69_21,0.07413197460873576,0.0,1
69_22,0.3902576612870133,0.0,1
69_23,0.03892056671187526,0.0,1
69_8,0.9621094955751852,1.0,1
6_1,0.9999225458116511,1.0,1
6_17,0.9994248664259006,1.0,1
6_18,0.004724237794712055,0.0,1
6_22,0.05489626959610306,0.0,1
6_3,0.9368128897080619,1.0,1
70_11,0.15479553652628178,0.0,1
70_12,0.09539104601693292,0.0,1
70_16,0.20368591011879877,0.0,1
70_20,0.9997717465203694,1.0,1
71_0,0.5879534489885269,1.0,1
71_2,0.0362843116439875,0.0,1
71_20,0.9157034379764051,1.0,1
71_21,0.042071199290594476,0.0,1
71_22,0.33012257495450376,0.0,1
71_7,0.9985379983859376,1.0,1
72_16,0.7540145417700471,1.0,1
72_19,0.9992127197734602,1.0,1
72_6,0.36200868068397474,0.0,1
73_1,0.31788584805089254,0.0,1
73_13,0.9999588608497755,1.0,1
73_19,0.9307964447887149,1.0,1
73_4,0.3578105925333543,0.0,1
73_7,0.7958121452894003,1.0,1
74_13,0.01093352653318875,0.0,1
74_14,0.01704819525203563,0.0,1
74_15,0.015235959181349306,0.0,1
74_22,0.9977763526668578,1.0,1
74_6,0.8565591782882994,1.0,1
74_9,0.0767257897538315,0.0,1
75_0,0.08142273931183201,0.0,1
75_11,0.9999964266146124,1.0,1
75_21,0.007139970050290152,0.0,1
75_23,0.7829163838783465,1.0,1
76_11,0.11986102821563743,0.0,1
76_24,0.25767050828729043,0.0,1
77_16,0.491388788625826,0.0,1
77_17,0.462371470201244,0.0,1
77_18,0.48091147763085595,0.0,1
77_21,0.7943752441651697,1.0,1
77_9,0.03884319861123024,0.0,1
78_14,0.9995126814518721,1.0,1
78_20,0.003345987864895954,0.0,1
78_21,0.10280499855133224,0.0,1
78_3,0.9992895734333345,1.0,1
78_6,0.014316183727078657,0.0,1
78_9,0.007628041963981311,0.0,1
79_11,0.9999832052397472,1.0,1
79_13,0.6046708421717312,1.0,1
79_5,0.2723587277426954,0.0,1
79_6,0.9970772004527955,1.0,1
7_15,0.999801184515944,1.0,1
7_7,0.7469877781646299,1.0,1
80_17,0.9499342341862037,1.0,1
80_2,0.05577901780086089,0.0,1
80_22,0.18478446610467322,0.0,1
81_1,0.6882207102623099,1.0,1
81_10,0.7162201313483625,1.0,1
81_13,0.28648705943401165,0.0,1
81_23,0.99401215597363,1.0,1
82_12,0.020253118842308585,0.0,1
82_19,0.49529160880095435,0.0,1
82_20,0.02491888053412878,0.0,1
82_22,0.02976003253971313,0.0,1
83_1,0.009561978938846888,0.0,1
83_11,0.03868547385410847,0.0,1
83_13,0.009757836700434801,0.0,1
83_18,0.02025640433425883,0.0,1
83_22,0.2824819600300917,0.0,1
83_5,0.9919685562368111,1.0,1
84_10,0.034370272923485136,0.0,1
84_11,0.006372986964720117,0.0,1
84_12,0.19481098168334385,0.0,1
84_19,0.15619057941411812,0.0,1
84_2,0.4252152156921118,0.0,1
84_3,0.9881617384768038,1.0,1
84_5,0.11993878152959177,0.0,1
85_0,0.985814370748532,1.0,1
85_11,0.9982956635389643,1.0,1
85_19,0.7584898948387325,1.0,1
85_2,0.05656699933425699,0.0,1
85_9,0.31139824465087335,0.0,1
86_10,0.9957792182615884,1.0,1
86_12,0.2845580076476642,0.0,1
86_14,0.9994387607424594,1.0,1
86_16,0.9158834700093906,1.0,1
86_17,0.07768331152401865,0.0,1
86_19,0.16652386903252464,0.0,1
86_22,0.9997811212894349,1.0,1
86_24,0.08812766885702465,0.0,1
86_7,0.7720278202783093,1.0,1
86_8,0.0866909599282216,0.0,1
87_1,0.9360256498950065,1.0,1
87_11,0.9448901237984564,1.0,1
87_13,0.9238213996034093,1.0,1
87_16,0.10029770281145242,0.0,1
