grid_id,risk_score,positive_rate,samples
87_22,0.8373816210505698,1.0,1
87_7,0.3157248390243846,0.0,1
88_0,0.8009675826049357,1.0,1
88_16,0.8702684288853999,1.0,1
88_23,0.47275637087508504,0.0,1
88_24,0.15458364166796443,0.0,1
88_8,0.9999654939870979,1.0,1
89_1,0.29043514072822846,0.0,1
89_14,0.7728068039599245,1.0,1
89_20,0.3927373683401439,0.0,1
89_5,0.06896416417531497,0.0,1
89_6,0.2788326192703264,0.0,1
89_7,0.9995856547949703,1.0,1
89_9,0.05661705503393182,0.0,1
8_16,0.40174036400559954,0.0,1
8_18,0.5829748651175592,1.0,1
8_24,0.24959391371530432,0.0,1
8_6,0.3744387006642188,0.0,1
90_16,0.9996304925827411,1.0,1
90_21,0.01967634067794839,0.0,1
91_1,0.9979129457826194,1.0,1
91_12,0.09323217808375986,0.0,1
91_2,0.9889873028632817,1.0,1
91_21,0.027379348290076638,0.0,1
91_6,0.3754837614746585,0.0,1
92_2,0.5392256474479714,1.0,1
92_23,0.009583092424403744,0.0,1
92_5,0.8950759469109776,1.0,1
92_6,0.9795653466464023,1.0,1
92_7,0.17910944550826532,0.0,1
93_15,0.09257880037705686,0.0,1
93_21,0.015091122721314642,0.0,1
93_9,0.7512264901078457,1.0,1
94_17,0.004088686131610445,0.0,1
94_22,0.928559318667796,1.0,1
94_24,0.6772000837249554,1.0,1
94_9,0.638848640376184,1.0,1
95_11,0.9001889088709255,1.0,1
95_16,0.38635940288176646,0.0,1
95_20,0.44241525221781763,0.0,1
95_3,0.18895960421353358,0.0,1
95_7,0.22346049500652443,0.0,1
96_1,0.005437593086561656,0.0,1
96_10,0.9275354592596224,1.0,1
96_17,0.0033784622313180134,0.0,1
96_3,0.9999729459689898,1.0,1
97_10,0.661974516911097,1.0,1
97_11,0.97780732779592,1.0,1
97_2,0.36073447103371775,0.0,1
97_21,0.9989379259068494,1.0,1
97_8,0.9984790326831838,1.0,1
98_14,0.9303193809256508,1.0,1
98_21,0.016732646862012427,0.0,1
98_22,0.994150340418942,1.0,1
99_0,0.9970062263600393,1.0,1
99_1,0.9005219895788519,1.0,1
99_14,0.9993247519847613,1.0,1
99_19,0.6918007316811159,1.0,1
99_24,0.04741043029418758,0.0,1
99_4,0.8775377920717286,1.0,1
99_7,0.3746913539973828,0.0,1
9_11,0.1526623435386711,0.0,1
9_23,0.942036204207063,1.0,1
9_5,0.9996259990592213,1.0,1
9_7,0.17987565588949286,0.0,1
